instant,dteday,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
247,2011-11-01,15,False,2,2,0.16,0.16,0.8,0.0896,2.0,45.0,47.0
248,2011-11-01,16,False,2,2,0.16,0.16,0.86,0.2239,4.0,72.0,76.0
249,2011-11-01,17,False,2,2,0.16,0.16,0.86,0.2239,6.0,130.0,136.0
250,2011-11-01,18,False,2,3,0.16,0.16,0.93,0.1045,1.0,94.0,95.0
251,2011-11-01,19,False,2,3,0.16,0.16,0.93,0.0,0.0,51.0,51.0
252,2011-11-01,20,False,2,3,0.16,0.16,0.93,0.194,0.0,32.0,32.0
253,2011-11-01,21,False,2,3,0.16,0.16,0.86,0.0896,0.0,20.0,20.0
254,2011-11-01,22,False,2,3,0.16,0.16,0.93,0.1045,1.0,28.0,29.0
255,2011-11-01,23,False,2,3,0.16,0.16,0.93,0.0896,1.0,18.0,19.0
256,2011-12-01,0,False,3,2,0.16,0.16,0.86,0.0896,0.0,7.0,7.0
257,2011-12-01,1,False,3,2,0.16,0.16,0.86,0.1045,0.0,6.0,6.0
258,2011-12-01,2,False,3,1,0.14,0.14,0.86,0.1343,0.0,1.0,1.0
259,2011-12-01,5,False,3,1,0.14,0.14,0.86,0.1642,0.0,5.0,5.0
260,2011-12-01,6,False,3,1,0.12,0.12,0.93,0.1343,0.0,16.0,16.0
261,2011-12-01,7,False,3,1,0.14,0.14,0.69,0.1343,0.0,54.0,54.0
262,2011-12-01,8,False,3,1,0.16,0.16,0.59,0.1642,3.0,125.0,128.0
263,2011-12-01,9,False,3,1,0.16,0.16,0.59,0.3284,3.0,78.0,81.0
264,2011-12-01,10,False,3,1,0.18,0.18,0.55,0.2239,0.0,39.0,39.0
265,2011-12-01,11,False,3,1,0.2,0.2,0.51,0.3881,3.0,32.0,35.0
266,2011-12-01,12,False,3,1,0.2,0.2,0.47,0.5821,3.0,52.0,55.0
267,2011-12-01,13,False,3,1,0.22,0.22,0.44,0.3582,0.0,49.0,49.0
268,2011-12-01,14,False,3,1,0.2,0.2,0.47,0.3284,0.0,44.0,44.0
269,2011-12-01,15,False,3,1,0.2,0.2,0.47,0.4179,1.0,48.0,49.0
270,2011-12-01,16,False,3,1,0.22,0.22,0.44,0.3284,5.0,63.0,68.0
271,2011-12-01,17,False,3,1,0.2,0.2,0.47,0.3582,0.0,53.383,139.0
272,2011-12-01,18,False,3,1,0.2,0.2,0.47,0.5224,2.0,135.0,137.0
273,2011-12-01,19,False,3,1,0.18,0.18,0.47,0.4179,1.0,82.0,83.0
274,2011-12-01,20,False,3,1,0.16,0.16,0.5,0.3284,2.0,54.0,56.0
275,2011-12-01,21,False,3,1,0.16,0.16,0.55,0.3284,0.0,57.0,57.0
276,2011-12-01,22,False,3,1,0.16,0.16,0.55,0.4478,1.0,32.0,33.0
277,2011-12-01,23,False,3,1,0.14,0.14,0.59,0.4179,1.0,19.0,20.0
278,2011-01-13,0,False,4,1,0.14,0.14,0.59,0.2836,1.0,6.0,7.0
279,2011-01-13,1,False,4,1,0.14,0.14,0.5,0.2836,0.0,2.0,2.0
280,2011-01-13,2,False,4,1,0.14,0.14,0.5,0.3582,0.0,2.0,2.0
281,2011-01-13,3,False,4,1,0.14,0.14,0.5,0.3284,0.0,3.0,3.0
282,2011-01-13,4,False,4,1,0.14,0.14,0.5,0.2537,0.0,4.0,4.0
283,2011-01-13,5,False,4,1,0.14,0.14,0.5,0.2985,0.0,3.0,3.0
284,2011-01-13,6,False,4,1,0.12,0.12,0.54,0.1343,0.0,28.0,28.0
285,2011-01-13,7,False,4,1,0.12,0.12,0.54,0.1343,0.0,72.0,72.0
286,2011-01-13,8,False,4,1,0.14,0.14,0.5,0.194,5.0,53.383,58.304
287,2011-01-13,9,False,4,1,0.14,0.14,0.5,0.3284,2.0,137.0,139.0
288,2011-01-13,10,False,4,2,0.16,0.16,0.5,0.3582,2.0,36.0,38.0
289,2011-01-13,11,False,4,2,0.2,0.2,0.44,0.4478,4.0,33.0,37.0
290,2011-01-13,12,False,4,1,0.2,0.2,0.44,0.4179,3.0,49.0,52.0
291,2011-01-13,13,False,4,1,0.22,0.22,0.41,0.4478,2.0,81.0,83.0
292,2011-01-13,14,False,4,1,0.22,0.22,0.41,0.3881,3.0,39.0,42.0
293,2011-01-13,15,False,4,1,0.24,0.24,0.38,0.2985,5.0,55.0,60.0
294,2011-01-13,16,False,4,1,0.24,0.24,0.38,0.3582,2.0,76.0,78.0
295,2011-01-13,17,False,4,1,0.2,0.2,0.4,0.2836,4.0,53.383,58.304
296,2011-01-13,18,False,4,1,0.2,0.2,0.4,0.3284,3.0,53.383,144.0
297,2011-01-13,19,False,4,1,0.16,0.16,0.47,0.2537,1.0,98.0,99.0
298,2011-01-13,20,False,4,1,0.16,0.16,0.47,0.2239,0.0,64.0,64.0
299,2011-01-13,21,False,4,1,0.14,0.14,0.46,0.2985,0.0,40.0,40.0
300,2011-01-13,22,False,4,1,0.14,0.14,0.46,0.3284,0.0,30.0,30.0
301,2011-01-13,23,False,4,1,0.12,0.12,0.5,0.194,1.0,14.0,15.0
302,2011-01-14,0,False,5,1,0.12,0.12,0.5,0.194,0.0,14.0,14.0
303,2011-01-14,1,False,5,1,0.1,0.1,0.54,0.1642,0.0,5.0,5.0
304,2011-01-14,2,False,5,1,0.1,0.1,0.54,0.1343,0.0,1.0,1.0
305,2011-01-14,3,False,5,1,0.1,0.1,0.54,0.1045,0.0,1.0,1.0
306,2011-01-14,5,False,5,1,0.1,0.1,0.54,0.0896,0.0,8.0,8.0
307,2011-01-14,6,False,5,1,0.1,0.1,0.54,0.0,0.0,17.0,17.0
308,2011-01-14,7,False,5,1,0.1,0.1,0.74,0.1642,0.0,70.0,70.0
309,2011-01-14,8,False,5,1,0.12,0.12,0.68,0.0,2.0,53.383,158.0
310,2011-01-14,9,False,5,1,0.14,0.14,0.69,0.1343,0.0,117.0,117.0
311,2011-01-14,10,False,5,1,0.18,0.18,0.55,0.194,4.0,40.0,44.0
312,2011-01-14,11,False,5,1,0.18,0.18,0.51,0.2836,6.0,47.0,53.0
313,2011-01-14,12,False,5,1,0.2,0.2,0.44,0.2537,2.0,59.0,61.0
314,2011-01-14,13,False,5,1,0.22,0.22,0.37,0.3881,4.0,73.0,77.0
315,2011-01-14,14,False,5,1,0.22,0.22,0.41,0.2836,5.0,59.0,64.0
316,2011-01-14,15,False,5,1,0.24,0.24,0.38,0.1642,9.0,59.0,68.0
317,2011-01-14,16,False,5,1,0.22,0.22,0.41,0.1045,3.0,87.0,90.0
318,2011-01-14,17,False,5,1,0.22,0.22,0.41,0.1642,4.0,53.383,159.0
319,2011-01-14,18,False,5,1,0.2,0.2,0.47,0.0,5.0,134.0,139.0
320,2011-01-14,19,False,5,1,0.16,0.16,0.59,0.0896,3.0,89.0,92.0
321,2011-01-14,20,False,5,1,0.18,0.18,0.59,0.0,0.0,68.0,68.0
322,2011-01-14,21,False,5,1,0.16,0.16,0.69,0.0,4.0,48.0,52.0
323,2011-01-14,22,False,5,2,0.16,0.16,0.69,0.0,2.0,34.0,36.0
324,2011-01-14,23,False,5,2,0.18,0.18,0.55,0.0,1.0,26.0,27.0
325,2011-01-15,0,False,6,1,0.18,0.18,0.55,0.0,3.0,25.0,28.0
326,2011-01-15,1,False,6,2,0.16,0.16,0.59,0.0896,2.0,18.0,20.0
327,2011-01-15,2,False,6,2,0.16,0.16,0.59,0.0896,0.0,12.0,12.0
328,2011-01-15,3,False,6,2,0.16,0.16,0.59,0.0,1.0,7.0,8.0
329,2011-01-15,4,False,6,2,0.16,0.16,0.59,0.0,0.0,5.0,5.0
330,2011-01-15,5,False,6,1,0.16,0.16,0.59,0.0,0.0,1.0,1.0
331,2011-01-15,6,False,6,1,0.14,0.14,0.63,0.1045,1.0,2.0,3.0
332,2011-01-15,7,False,6,1,0.14,0.14,0.63,0.0,1.0,9.0,10.0
333,2011-01-15,8,False,6,1,0.14,0.14,0.63,0.1343,1.0,22.0,23.0
334,2011-01-15,9,False,6,1,0.16,0.16,0.64,0.1343,2.0,31.0,33.0
335,2011-01-15,10,False,6,1,0.18,0.18,0.59,0.1642,2.0,57.0,59.0
336,2011-01-15,11,False,6,1,0.2,0.2,0.55,0.2239,4.921,54.0,72.0
337,2011-01-15,12,False,6,1,0.24,0.24,0.48,0.2239,4.921,74.0,89.0
338,2011-01-15,13,False,6,1,0.28,0.28,0.38,0.2985,4.921,80.0,101.0
339,2011-01-15,14,False,6,1,0.3,0.3,0.39,0.2836,4.921,92.0,118.0
340,2011-01-15,15,False,6,2,0.32,0.32,0.36,0.194,4.921,108.0,129.0
341,2011-01-15,16,False,6,2,0.34,0.34,0.34,0.194,4.921,95.0,128.0
342,2011-01-15,17,False,6,2,0.32,0.32,0.36,0.2836,4.921,54.0,83.0
343,2011-01-15,18,False,6,2,0.3,0.3,0.45,0.2537,4.921,69.0,84.0
344,2011-01-15,19,False,6,2,0.32,0.32,0.39,0.2537,4.921,60.0,74.0
345,2011-01-15,20,False,6,2,0.32,0.32,0.39,0.2537,6.0,35.0,41.0
346,2011-01-15,21,False,6,2,0.32,0.32,0.39,0.2239,6.0,51.0,57.0
347,2011-01-15,22,False,6,2,0.3,0.3,0.42,0.1045,0.0,26.0,26.0
348,2011-01-15,23,False,6,1,0.3,0.3,0.45,0.2836,5.0,39.0,44.0
349,2011-01-16,0,False,0,1,0.26,0.26,0.56,0.0,6.0,33.0,39.0
350,2011-01-16,1,False,0,1,0.26,0.26,0.56,0.1343,4.0,19.0,23.0
351,2011-01-16,2,False,0,1,0.26,0.26,0.56,0.0896,3.0,13.0,16.0
352,2011-01-16,3,False,0,1,0.22,0.22,0.69,0.0,9.0,6.0,15.0
353,2011-01-16,4,False,0,1,0.26,0.26,0.56,0.1642,0.0,1.0,1.0
354,2011-01-16,5,False,0,2,0.26,0.26,0.56,0.1642,1.0,1.0,2.0
355,2011-01-16,6,False,0,2,0.26,0.26,0.56,0.1642,0.0,1.0,1.0
356,2011-01-16,7,False,0,2,0.24,0.24,0.56,0.2985,0.0,3.0,3.0
357,2011-01-16,8,False,0,1,0.22,0.22,0.55,0.2836,0.0,18.0,18.0
358,2011-01-16,9,False,0,1,0.22,0.22,0.51,0.2537,3.0,29.0,32.0
359,2011-01-16,10,False,0,1,0.22,0.22,0.51,0.2836,8.0,71.0,79.0
360,2011-01-16,11,False,0,1,0.24,0.24,0.44,0.2537,4.921,70.0,93.0
361,2011-01-16,12,False,0,1,0.24,0.24,0.41,0.2836,4.921,75.0,104.0
362,2011-01-16,13,False,0,1,0.26,0.26,0.35,0.2985,4.921,95.0,118.0
363,2011-01-16,14,False,0,1,0.28,0.28,0.36,0.2537,4.921,69.0,91.0
364,2011-01-16,15,False,0,1,0.26,0.26,0.38,0.2537,4.921,78.0,113.0
365,2011-01-16,16,False,0,1,0.24,0.24,0.38,0.2239,4.921,77.0,99.0
366,2011-01-16,17,False,0,1,0.22,0.22,0.37,0.2537,4.921,82.0,105.0
367,2011-01-16,18,False,0,1,0.2,0.2,0.4,0.1642,11.0,56.0,67.0
368,2011-01-16,19,False,0,1,0.18,0.18,0.47,0.1343,4.921,47.0,61.0
369,2011-01-16,20,False,0,1,0.18,0.18,0.47,0.1642,7.0,50.0,57.0
370,2011-01-16,21,False,0,1,0.18,0.18,0.51,0.1642,6.0,22.0,28.0
371,2011-01-16,22,False,0,2,0.2,0.2,0.49,0.1343,2.0,19.0,21.0
372,2011-01-16,23,False,0,2,0.2,0.2,0.4,0.1045,0.0,18.0,18.0
373,2011-01-17,0,True,1,2,0.2,0.2,0.47,0.2239,1.0,16.0,17.0
374,2011-01-17,1,True,1,2,0.2,0.2,0.44,0.194,1.0,15.0,16.0
375,2011-01-17,2,True,1,2,0.18,0.18,0.43,0.2537,0.0,8.0,8.0
376,2011-01-17,3,True,1,2,0.18,0.18,0.43,0.194,0.0,2.0,2.0
377,2011-01-17,4,True,1,2,0.18,0.18,0.43,0.1343,1.0,2.0,3.0
378,2011-01-17,5,True,1,2,0.18,0.18,0.43,0.1642,0.0,1.0,1.0
379,2011-01-17,6,True,1,2,0.18,0.18,0.43,0.194,0.0,5.0,5.0
380,2011-01-17,7,True,1,2,0.16,0.16,0.5,0.1343,4.0,9.0,13.0
381,2011-01-17,8,True,1,2,0.16,0.16,0.47,0.2239,3.0,30.0,33.0
382,2011-01-17,9,True,1,2,0.16,0.16,0.47,0.2239,8.0,39.0,47.0
383,2011-01-17,10,True,1,2,0.16,0.16,0.5,0.2537,7.0,50.0,57.0
384,2011-01-17,11,True,1,2,0.16,0.16,0.55,0.194,9.0,55.0,64.0
385,2011-01-17,12,True,1,2,0.18,0.18,0.47,0.1343,10.0,70.0,80.0
386,2011-01-17,13,True,1,2,0.18,0.18,0.47,0.1343,4.921,80.0,93.0
387,2011-01-17,14,True,1,2,0.18,0.18,0.43,0.1045,12.0,74.0,86.0
388,2011-01-17,15,True,1,2,0.2,0.2,0.47,0.1642,4.921,72.0,93.0
389,2011-01-17,16,True,1,2,0.2,0.2,0.47,0.1642,6.0,76.0,82.0
390,2011-01-17,17,True,1,1,0.2,0.2,0.51,0.194,4.0,67.0,71.0
391,2011-01-17,18,True,1,2,0.18,0.18,0.55,0.2537,7.0,85.0,92.0
392,2011-01-17,19,True,1,3,0.18,0.18,0.59,0.194,2.0,58.0,60.0
393,2011-01-17,20,True,1,3,0.16,0.16,0.8,0.194,4.0,29.0,33.0
394,2011-01-17,21,True,1,3,0.16,0.16,0.8,0.194,3.0,24.0,27.0
395,2011-01-17,22,True,1,3,0.14,0.14,0.93,0.2537,0.0,13.0,13.0
396,2011-01-17,23,True,1,3,0.16,0.16,0.86,0.2836,1.0,3.0,4.0
397,2011-01-18,12,False,2,2,0.2,0.2,0.86,0.3284,0.0,3.0,3.0
398,2011-01-18,13,False,2,2,0.2,0.2,0.86,0.2239,0.0,22.0,22.0
399,2011-01-18,14,False,2,2,0.22,0.22,0.8,0.1642,2.0,26.0,28.0
400,2011-01-18,15,False,2,2,0.22,0.22,0.87,0.1642,3.0,32.0,35.0
401,2011-01-18,16,False,2,2,0.22,0.22,0.87,0.194,0.0,61.0,61.0
402,2011-01-18,17,False,2,2,0.22,0.22,0.82,0.194,1.0,124.0,125.0
403,2011-01-18,18,False,2,2,0.22,0.22,0.8,0.1642,1.0,132.0,133.0
404,2011-01-18,19,False,2,2,0.22,0.22,0.8,0.1343,1.0,98.0,99.0
405,2011-01-18,20,False,2,2,0.22,0.22,0.87,0.0,0.0,83.0,83.0
406,2011-01-18,21,False,2,2,0.22,0.22,0.93,0.1045,0.0,41.0,41.0
407,2011-01-18,22,False,2,2,0.22,0.22,0.93,0.0896,0.0,33.0,33.0
408,2011-01-18,23,False,2,2,0.22,0.22,0.93,0.0,1.0,19.0,20.0
409,2011-01-19,0,False,3,2,0.22,0.22,0.93,0.0,0.0,3.0,3.0
410,2011-01-19,1,False,3,3,0.22,0.22,0.93,0.1343,1.0,6.0,7.0
411,2011-01-19,2,False,3,3,0.22,0.22,0.93,0.1343,0.0,3.0,3.0
412,2011-01-19,4,False,3,3,0.22,0.22,0.93,0.1343,1.0,1.0,2.0
413,2011-01-19,5,False,3,2,0.22,0.22,0.93,0.0896,0.0,7.0,7.0
414,2011-01-19,6,False,3,2,0.22,0.22,0.93,0.0896,0.0,32.0,32.0
415,2011-01-19,7,False,3,2,0.24,0.24,0.92,0.1045,1.0,89.0,90.0
416,2011-01-19,8,False,3,2,0.24,0.24,0.93,0.1045,1.0,53.383,58.304
417,2011-01-19,9,False,3,2,0.24,0.24,0.93,0.1045,2.0,107.0,109.0
418,2011-01-19,10,False,3,2,0.26,0.26,0.93,0.1343,1.0,46.0,47.0
419,2011-01-19,11,False,3,2,0.28,0.28,0.87,0.0896,5.0,47.0,52.0
420,2011-01-19,12,False,3,2,0.3,0.3,0.81,0.0896,5.0,65.0,70.0
421,2011-01-19,13,False,3,1,0.20590000000000003,0.20590000000000003,0.62,0.2836,11.0,67.0,78.0
422,2011-01-19,14,False,3,1,0.20590000000000003,0.20590000000000003,0.58,0.2537,7.0,68.0,75.0
423,2011-01-19,15,False,3,1,0.20590000000000003,0.20590000000000003,0.54,0.2836,4.0,78.0,82.0
424,2011-01-19,16,False,3,1,0.20590000000000003,0.20590000000000003,0.58,0.3881,10.0,94.0,104.0
425,2011-01-19,17,False,3,1,0.36,0.36,0.57,0.3284,7.0,53.383,58.304
426,2011-01-19,18,False,3,1,0.34,0.34,0.61,0.2836,5.0,53.383,161.0
427,2011-01-19,19,False,3,1,0.32,0.32,0.57,0.4179,4.0,108.0,112.0
428,2011-01-19,20,False,3,1,0.32,0.32,0.49,0.2985,2.0,74.0,76.0
429,2011-01-19,21,False,3,1,0.32,0.32,0.49,0.4179,4.0,55.0,59.0
430,2011-01-19,22,False,3,1,0.3,0.3,0.52,0.1642,6.0,53.0,59.0
431,2011-01-19,23,False,3,1,0.3,0.3,0.52,0.4627,1.0,27.0,28.0
432,2011-01-20,0,False,4,1,0.26,0.26,0.56,0.3881,5.0,8.0,13.0
433,2011-01-20,1,False,4,1,0.26,0.26,0.56,0.0,2.0,3.0,5.0
434,2011-01-20,2,False,4,1,0.26,0.26,0.56,0.0,0.0,2.0,2.0
435,2011-01-20,3,False,4,1,0.26,0.26,0.56,0.1642,0.0,1.0,1.0
436,2011-01-20,4,False,4,1,0.26,0.26,0.56,0.1642,0.0,1.0,1.0
437,2011-01-20,5,False,4,1,0.24,0.24,0.6,0.2239,0.0,6.0,6.0
438,2011-01-20,6,False,4,1,0.22,0.22,0.6,0.2239,0.0,35.0,35.0
439,2011-01-20,7,False,4,1,0.22,0.22,0.55,0.2239,1.0,100.0,101.0
440,2011-01-20,8,False,4,1,0.22,0.22,0.55,0.2836,2.0,53.383,58.304
441,2011-01-20,9,False,4,2,0.24,0.24,0.52,0.2239,3.0,53.383,143.0
442,2011-01-20,10,False,4,1,0.26,0.26,0.48,0.2985,1.0,56.0,57.0
443,2011-01-20,11,False,4,2,0.28,0.28,0.45,0.1642,5.0,63.0,68.0
444,2011-01-20,12,False,4,2,0.3,0.3,0.42,0.0,7.0,77.0,84.0
445,2011-01-20,13,False,4,2,0.28,0.28,0.45,0.1045,12.0,86.0,98.0
446,2011-01-20,14,False,4,2,0.3,0.3,0.45,0.1343,6.0,75.0,81.0
447,2011-01-20,15,False,4,2,0.32,0.32,0.45,0.194,8.0,62.0,70.0
448,2011-01-20,16,False,4,2,0.3,0.3,0.49,0.1343,8.0,83.0,91.0
449,2011-01-20,17,False,4,2,0.3,0.3,0.49,0.1045,8.0,53.383,58.304
450,2011-01-20,18,False,4,2,0.26,0.26,0.56,0.194,1.0,53.383,58.304
451,2011-01-20,19,False,4,1,0.26,0.26,0.56,0.3284,6.0,53.383,152.0
452,2011-01-20,20,False,4,2,0.26,0.26,0.6,0.2836,2.0,124.0,126.0
453,2011-01-20,21,False,4,2,0.24,0.24,0.6,0.2537,3.0,54.0,57.0
454,2011-01-20,22,False,4,2,0.24,0.24,0.65,0.2836,0.0,56.0,56.0
455,2011-01-20,23,False,4,2,0.24,0.24,0.65,0.3284,3.0,28.0,31.0
456,2011-01-21,0,False,5,2,0.24,0.24,0.7,0.2537,1.0,20.0,21.0
457,2011-01-21,1,False,5,2,0.24,0.24,0.7,0.2537,0.0,6.0,6.0
458,2011-01-21,2,False,5,3,0.24,0.24,0.75,0.1642,0.0,2.0,2.0
459,2011-01-21,3,False,5,3,0.22,0.22,0.8,0.2985,0.0,1.0,1.0
460,2011-01-21,4,False,5,2,0.22,0.22,0.87,0.0896,0.0,1.0,1.0
461,2011-01-21,5,False,5,1,0.24,0.24,0.6,0.4179,1.0,4.0,5.0
462,2011-01-21,6,False,5,1,0.22,0.22,0.55,0.2537,0.0,27.0,27.0
463,2011-01-21,7,False,5,1,0.2,0.2,0.51,0.2836,2.0,66.0,68.0
464,2011-01-21,8,False,5,1,0.2,0.2,0.47,0.3284,7.0,53.383,58.304
465,2011-01-21,9,False,5,1,0.2,0.2,0.51,0.3582,7.0,53.383,58.304
466,2011-01-21,10,False,5,1,0.2,0.2,0.47,0.4627,6.0,57.0,63.0
467,2011-01-21,11,False,5,1,0.22,0.22,0.41,0.4627,6.0,53.0,59.0
468,2011-01-21,12,False,5,1,0.22,0.22,0.27,0.5821,11.0,67.0,78.0
469,2011-01-21,13,False,5,1,0.2,0.2,0.21,0.5821,8.0,65.0,73.0
470,2011-01-21,14,False,5,1,0.2,0.2,0.25,0.5224,6.0,56.0,62.0
471,2011-01-21,15,False,5,1,0.16,0.16,0.26,0.4478,4.0,61.0,65.0
472,2011-01-21,16,False,5,1,0.16,0.16,0.26,0.3582,0.0,97.0,97.0
473,2011-01-21,17,False,5,1,0.14,0.14,0.28,0.3582,10.0,53.383,161.0
474,2011-01-21,18,False,5,1,0.12,0.12,0.3,0.2537,1.0,119.0,120.0
475,2011-01-21,19,False,5,1,0.12,0.12,0.3,0.3284,3.0,93.0,96.0
476,2011-01-21,20,False,5,1,0.1,0.1,0.33,0.4179,1.0,52.0,53.0
477,2011-01-21,21,False,5,1,0.08,0.08,0.38,0.2836,0.0,41.0,41.0
478,2011-01-21,22,False,5,1,0.06,0.06,0.41,0.3881,1.0,33.0,34.0
479,2011-01-21,23,False,5,1,0.06,0.06,0.38,0.3284,0.0,27.0,27.0
480,2011-01-22,0,False,6,1,0.1972878,0.1972878,0.45,0.2537,0.0,13.0,13.0
481,2011-01-22,1,False,6,2,0.1972878,0.1972878,0.41,0.3881,3.0,9.0,12.0
482,2011-01-22,2,False,6,2,0.1972878,0.1972878,0.41,0.2537,0.0,11.0,11.0
483,2011-01-22,3,False,6,2,0.1972878,0.1972878,0.41,0.2836,1.0,6.0,7.0
484,2011-01-22,4,False,6,2,0.1972878,0.1972878,0.48,0.2985,0.0,3.0,3.0
485,2011-01-22,6,False,6,2,0.1972878,0.1972878,0.44,0.2239,0.0,2.0,2.0
486,2011-01-22,7,False,6,1,0.1972878,0.1972878,0.44,0.2836,0.0,8.0,8.0
487,2011-01-22,8,False,6,1,0.1972878,0.1972878,0.44,0.3284,1.0,26.0,27.0
488,2011-01-22,9,False,6,1,0.1972878,0.1972878,0.41,0.2537,3.0,37.0,40.0
489,2011-01-22,10,False,6,2,0.1972878,0.1972878,0.41,0.1642,3.0,50.0,53.0
490,2011-01-22,11,False,6,2,0.06,0.06,0.38,0.1343,4.0,59.0,63.0
491,2011-01-22,12,False,6,2,0.06,0.06,0.38,0.1045,10.0,60.0,70.0
492,2011-01-22,13,False,6,1,0.08,0.08,0.35,0.0,12.0,72.0,84.0
493,2011-01-22,14,False,6,1,0.1,0.1,0.33,0.1045,11.0,64.0,75.0
494,2011-01-22,15,False,6,1,0.12,0.12,0.28,0.0,10.0,93.0,103.0
495,2011-01-22,16,False,6,1,0.12,0.12,0.28,0.194,11.0,72.0,83.0
496,2011-01-22,17,False,6,1,0.12,0.12,0.28,0.0,8.0,59.0,67.0
497,2011-01-22,18,False,6,1,0.08,0.08,0.35,0.194,0.0,54.0,54.0
498,2011-01-22,19,False,6,1,0.08,0.08,0.35,0.1343,6.0,53.0,59.0
