instant,dteday,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
761,2011-04-02,2,False,5,2,0.14,0.14,0.63,0.1045,0.0,1.0,1.0
762,2011-04-02,3,False,5,2,0.14,0.14,0.63,0.1045,0.0,1.0,1.0
763,2011-04-02,5,False,5,2,0.14,0.14,0.63,0.1343,0.0,7.0,7.0
764,2011-04-02,6,False,5,2,0.16,0.16,0.55,0.0,2.0,26.0,28.0
765,2011-04-02,7,False,5,1,0.14,0.14,0.59,0.0,0.0,87.0,87.0
766,2011-04-02,8,False,5,1,0.14,0.14,0.74,0.1343,3.0,53.383,58.304
767,2011-04-02,9,False,5,2,0.16,0.16,0.8,0.1343,3.0,124.0,127.0
768,2011-04-02,10,False,5,2,0.2,0.2,0.51,0.1343,5.0,46.0,51.0
769,2011-04-02,11,False,5,1,0.22,0.22,0.51,0.1642,3.0,61.0,64.0
770,2011-04-02,12,False,5,2,0.24,0.24,0.48,0.1642,8.0,78.0,86.0
771,2011-04-02,13,False,5,2,0.26,0.26,0.5,0.2239,9.0,73.0,82.0
772,2011-04-02,14,False,5,2,0.28,0.28,0.45,0.1642,4.921,76.0,91.0
773,2011-04-02,15,False,5,2,0.28,0.28,0.48,0.2537,9.0,81.0,90.0
774,2011-04-02,16,False,5,2,0.3,0.3,0.42,0.2239,8.0,91.0,99.0
775,2011-04-02,17,False,5,2,0.26,0.26,0.56,0.1343,10.0,53.383,58.304
776,2011-04-02,18,False,5,2,0.24,0.24,0.6,0.1045,3.0,53.383,155.0
777,2011-04-02,19,False,5,2,0.24,0.24,0.65,0.1343,1.0,102.0,103.0
778,2011-04-02,20,False,5,2,0.24,0.24,0.65,0.1642,2.0,69.0,71.0
779,2011-04-02,21,False,5,2,0.24,0.24,0.7,0.1642,2.0,41.0,43.0
780,2011-04-02,22,False,5,2,0.24,0.24,0.65,0.1642,1.0,45.0,46.0
781,2011-04-02,23,False,5,2,0.24,0.24,0.7,0.1343,1.0,30.0,31.0
782,2011-05-02,0,False,6,2,0.24,0.24,0.7,0.1642,3.0,36.0,39.0
783,2011-05-02,1,False,6,2,0.24,0.24,0.65,0.1642,1.0,17.0,18.0
784,2011-05-02,2,False,6,2,0.24,0.24,0.75,0.1642,5.0,12.0,17.0
785,2011-05-02,3,False,6,2,0.24,0.24,0.75,0.1642,1.0,10.0,11.0
786,2011-05-02,4,False,6,3,0.22,0.22,0.93,0.1343,0.0,8.0,8.0
787,2011-05-02,5,False,6,3,0.2,0.2,1.0,0.0896,0.0,9.0,9.0
788,2011-05-02,6,False,6,3,0.2,0.2,1.0,0.0,0.0,4.0,4.0
789,2011-05-02,7,False,6,3,0.22,0.22,0.93,0.0896,0.0,4.0,4.0
790,2011-05-02,8,False,6,3,0.2,0.2,1.0,0.0896,0.0,10.0,10.0
791,2011-05-02,9,False,6,3,0.2,0.2,1.0,0.0896,3.0,17.0,20.0
792,2011-05-02,10,False,6,3,0.2,0.2,1.0,0.1343,3.0,31.0,34.0
793,2011-05-02,11,False,6,3,0.22,0.22,1.0,0.1343,1.0,46.0,47.0
794,2011-05-02,12,False,6,3,0.22,0.22,1.0,0.1642,10.0,42.0,52.0
795,2011-05-02,13,False,6,3,0.22,0.22,1.0,0.1642,10.0,62.0,72.0
796,2011-05-02,14,False,6,3,0.22,0.22,1.0,0.0,5.0,50.0,55.0
797,2011-05-02,15,False,6,3,0.22,0.22,1.0,0.0,11.0,49.0,60.0
798,2011-05-02,16,False,6,3,0.22,0.22,1.0,0.1343,8.0,63.0,71.0
799,2011-05-02,17,False,6,2,0.24,0.24,1.0,0.2836,4.921,64.0,78.0
800,2011-05-02,18,False,6,2,0.28,0.28,0.93,0.4478,2.0,81.0,83.0
801,2011-05-02,19,False,6,2,0.28,0.28,0.93,0.4478,6.0,78.0,84.0
802,2011-05-02,20,False,6,1,0.3,0.3,0.87,0.2537,5.0,64.0,69.0
803,2011-05-02,21,False,6,1,0.26,0.26,1.0,0.194,3.0,53.0,56.0
804,2011-05-02,22,False,6,1,0.26,0.26,0.93,0.1343,2.0,43.0,45.0
805,2011-05-02,23,False,6,1,0.26,0.26,0.93,0.2239,7.0,52.0,59.0
806,2011-06-02,0,False,0,1,0.26,0.26,0.7,0.194,2.0,37.0,39.0
807,2011-06-02,1,False,0,1,0.26,0.26,0.65,0.4179,4.0,40.0,44.0
808,2011-06-02,2,False,0,1,0.26,0.26,0.6,0.3284,0.0,20.0,20.0
809,2011-06-02,3,False,0,1,0.26,0.26,0.6,0.0896,3.0,10.0,13.0
810,2011-06-02,4,False,0,1,0.26,0.26,0.6,0.3582,0.0,2.0,2.0
811,2011-06-02,5,False,0,1,0.26,0.26,0.6,0.2239,0.0,1.0,1.0
812,2011-06-02,6,False,0,1,0.26,0.26,0.6,0.2239,0.0,1.0,1.0
813,2011-06-02,7,False,0,1,0.24,0.24,0.65,0.1642,0.0,8.0,8.0
814,2011-06-02,8,False,0,1,0.24,0.24,0.65,0.1045,2.0,21.0,23.0
815,2011-06-02,9,False,0,1,0.28,0.28,0.56,0.1045,7.0,38.0,45.0
816,2011-06-02,10,False,0,1,0.3,0.3,0.52,0.2537,4.921,74.0,89.0
817,2011-06-02,11,False,0,1,0.32,0.32,0.49,0.2537,4.921,89.0,117.0
818,2011-06-02,12,False,0,1,0.34,0.34,0.46,0.0,4.921,126.0,58.304
819,2011-06-02,13,False,0,1,0.34,0.34,0.46,0.0,4.921,135.0,58.304
820,2011-06-02,14,False,0,1,0.34,0.34,0.46,0.0896,4.921,114.0,161.0
821,2011-06-02,15,False,0,1,0.34,0.34,0.46,0.0896,4.921,130.0,58.304
822,2011-06-02,16,False,0,1,0.34,0.34,0.49,0.1045,4.921,115.0,157.0
823,2011-06-02,17,False,0,1,0.34,0.34,0.46,0.0,4.921,97.0,121.0
824,2011-06-02,18,False,0,1,0.3,0.3,0.56,0.1642,4.921,65.0,78.0
825,2011-06-02,19,False,0,1,0.28,0.28,0.61,0.1343,1.0,20.0,21.0
826,2011-06-02,20,False,0,1,0.28,0.28,0.61,0.1045,5.0,21.0,26.0
827,2011-06-02,21,False,0,1,0.26,0.26,0.6,0.0,5.0,22.0,27.0
828,2011-06-02,22,False,0,1,0.26,0.26,0.6,0.0,5.0,57.0,62.0
829,2011-06-02,23,False,0,1,0.24,0.24,0.65,0.0,4.0,26.0,30.0
830,2011-07-02,0,False,1,1,0.24,0.24,0.65,0.0,1.0,14.0,15.0
831,2011-07-02,1,False,1,1,0.22,0.22,0.75,0.0,1.0,4.0,5.0
832,2011-07-02,2,False,1,1,0.2,0.2,0.8,0.0,0.0,3.0,3.0
833,2011-07-02,3,False,1,1,0.2,0.2,0.86,0.0,0.0,1.0,1.0
834,2011-07-02,4,False,1,1,0.2,0.2,0.86,0.0,1.0,1.0,2.0
835,2011-07-02,5,False,1,1,0.2,0.2,0.86,0.0,1.0,9.0,10.0
836,2011-07-02,6,False,1,1,0.18,0.18,0.93,0.0,1.0,29.0,30.0
837,2011-07-02,7,False,1,1,0.18,0.18,0.86,0.0,6.0,89.0,95.0
838,2011-07-02,8,False,1,2,0.16,0.16,1.0,0.0,7.0,53.383,58.304
839,2011-07-02,9,False,1,1,0.22,0.22,0.8,0.0,3.0,115.0,118.0
840,2011-07-02,10,False,1,1,0.24,0.24,0.75,0.1045,6.0,49.0,55.0
841,2011-07-02,11,False,1,1,0.3,0.3,0.65,0.0896,11.0,36.0,47.0
842,2011-07-02,12,False,1,2,0.32,0.32,0.62,0.0,7.0,59.0,66.0
843,2011-07-02,13,False,1,2,0.36,0.36,0.57,0.0896,10.0,54.0,64.0
844,2011-07-02,14,False,1,2,0.36,0.36,0.57,0.0896,8.0,52.0,60.0
845,2011-07-02,15,False,1,2,0.20590000000000003,0.20590000000000003,0.54,0.0896,4.0,46.0,50.0
846,2011-07-02,16,False,1,2,0.36,0.36,0.57,0.1343,4.921,98.0,114.0
847,2011-07-02,17,False,1,2,0.32,0.32,0.7,0.1642,9.0,53.383,58.304
848,2011-07-02,18,False,1,2,0.34,0.34,0.66,0.1343,5.0,53.383,58.304
849,2011-07-02,19,False,1,2,0.32,0.32,0.7,0.0,5.0,123.0,128.0
850,2011-07-02,20,False,1,2,0.32,0.32,0.7,0.1045,6.0,82.0,88.0
851,2011-07-02,21,False,1,1,0.32,0.32,0.7,0.0,3.0,75.0,78.0
852,2011-07-02,22,False,1,1,0.28,0.28,0.81,0.0896,3.0,34.0,37.0
853,2011-07-02,23,False,1,2,0.3,0.3,0.81,0.0,6.0,19.0,25.0
854,2011-08-02,0,False,2,2,0.28,0.28,0.87,0.0,4.0,6.0,10.0
855,2011-08-02,1,False,2,2,0.28,0.28,0.87,0.0,0.0,4.0,4.0
856,2011-08-02,2,False,2,2,0.26,0.26,0.93,0.1045,1.0,1.0,2.0
857,2011-08-02,3,False,2,3,0.28,0.28,0.93,0.1642,0.0,1.0,1.0
858,2011-08-02,4,False,2,1,0.26,0.26,0.93,0.1642,0.0,3.0,3.0
859,2011-08-02,5,False,2,1,0.26,0.26,0.81,0.3284,0.0,2.0,2.0
860,2011-08-02,6,False,2,1,0.26,0.26,0.7,0.3284,0.0,39.0,39.0
861,2011-08-02,7,False,2,1,0.24,0.24,0.65,0.4179,3.0,97.0,100.0
862,2011-08-02,8,False,2,1,0.24,0.24,0.56,0.4925,7.0,53.383,58.304
863,2011-08-02,9,False,2,1,0.24,0.24,0.52,0.4925,7.0,128.0,135.0
864,2011-08-02,10,False,2,1,0.22,0.22,0.47,0.5522,4.0,44.0,48.0
865,2011-08-02,11,False,2,1,0.22,0.22,0.47,0.4627,1.0,49.0,50.0
866,2011-08-02,12,False,2,1,0.24,0.24,0.38,0.4925,2.0,63.0,65.0
867,2011-08-02,13,False,2,2,0.24,0.24,0.32,0.4478,2.0,48.0,50.0
868,2011-08-02,14,False,2,1,0.22,0.22,0.37,0.4179,3.0,61.0,64.0
869,2011-08-02,15,False,2,1,0.22,0.22,0.35,0.3881,6.0,45.0,51.0
870,2011-08-02,16,False,2,1,0.22,0.22,0.35,0.5224,4.0,79.0,83.0
871,2011-08-02,17,False,2,1,0.22,0.22,0.32,0.5821,4.0,53.383,58.304
872,2011-08-02,18,False,2,1,0.2,0.2,0.32,0.3881,1.0,53.383,152.0
873,2011-08-02,19,False,2,1,0.16,0.16,0.4,0.4627,1.0,100.0,101.0
874,2011-08-02,20,False,2,1,0.16,0.16,0.4,0.3284,3.0,53.0,56.0
875,2011-08-02,21,False,2,1,0.14,0.14,0.33,0.4627,8.0,46.0,54.0
876,2011-08-02,22,False,2,1,0.12,0.12,0.33,0.3582,0.0,29.0,29.0
877,2011-08-02,23,False,2,1,0.12,0.12,0.33,0.3284,3.0,9.0,12.0
878,2011-09-02,0,False,3,1,0.1,0.1,0.36,0.3582,0.0,17.0,17.0
879,2011-09-02,1,False,3,1,0.1,0.1,0.36,0.2239,0.0,7.0,7.0
880,2011-09-02,2,False,3,1,0.08,0.08,0.38,0.2836,1.0,2.0,3.0
881,2011-09-02,3,False,3,1,0.06,0.06,0.45,0.1343,0.0,2.0,2.0
882,2011-09-02,5,False,3,1,0.06,0.06,0.45,0.1045,0.0,7.0,7.0
883,2011-09-02,6,False,3,1,0.06,0.06,0.45,0.0,0.0,43.0,43.0
884,2011-09-02,7,False,3,1,0.06,0.06,0.49,0.1045,4.0,95.0,99.0
885,2011-09-02,8,False,3,1,0.1,0.1,0.42,0.0,1.0,53.383,58.304
886,2011-09-02,9,False,3,1,0.12,0.12,0.39,0.1642,4.0,119.0,123.0
887,2011-09-02,10,False,3,1,0.14,0.14,0.36,0.0,8.0,51.0,59.0
888,2011-09-02,11,False,3,2,0.14,0.14,0.43,0.1642,1.0,40.0,41.0
889,2011-09-02,12,False,3,2,0.18,0.18,0.4,0.2239,4.0,57.0,61.0
890,2011-09-02,13,False,3,1,0.18,0.18,0.4,0.2537,2.0,67.0,69.0
891,2011-09-02,14,False,3,1,0.2,0.2,0.34,0.2985,2.0,56.0,58.0
892,2011-09-02,15,False,3,2,0.2,0.2,0.34,0.2836,3.0,61.0,64.0
893,2011-09-02,16,False,3,2,0.2,0.2,0.37,0.2537,7.0,72.0,79.0
894,2011-09-02,17,False,3,2,0.2,0.2,0.34,0.2537,9.0,53.383,58.304
895,2011-09-02,18,False,3,2,0.18,0.18,0.47,0.2985,2.0,53.383,58.304
896,2011-09-02,19,False,3,3,0.14,0.14,0.86,0.2537,1.0,87.0,88.0
897,2011-09-02,20,False,3,3,0.14,0.14,0.86,0.1642,0.0,84.0,84.0
898,2011-09-02,21,False,3,2,0.14,0.14,0.86,0.1642,0.0,83.0,83.0
899,2011-09-02,22,False,3,3,0.16,0.16,0.8,0.1642,4.0,42.0,46.0
900,2011-09-02,23,False,3,3,0.16,0.16,0.8,0.194,0.0,37.0,37.0
901,2011-10-02,0,False,4,3,0.14,0.14,0.86,0.194,0.0,16.0,16.0
902,2011-10-02,1,False,4,3,0.14,0.14,0.8,0.1343,0.0,7.0,7.0
903,2011-10-02,2,False,4,3,0.14,0.14,0.8,0.1343,0.0,3.0,3.0
904,2011-10-02,4,False,4,2,0.14,0.14,0.59,0.2239,0.0,1.0,1.0
905,2011-10-02,5,False,4,2,0.12,0.12,0.5,0.2239,0.0,6.0,6.0
906,2011-10-02,6,False,4,2,0.12,0.12,0.54,0.2836,0.0,26.0,26.0
907,2011-10-02,7,False,4,1,0.1,0.1,0.5,0.4179,0.0,99.0,99.0
908,2011-10-02,8,False,4,1,0.1,0.1,0.49,0.3284,5.0,53.383,58.304
909,2011-10-02,9,False,4,1,0.12,0.12,0.42,0.3582,1.0,121.0,122.0
910,2011-10-02,10,False,4,1,0.12,0.12,0.42,0.2985,1.0,34.0,35.0
911,2011-10-02,11,False,4,1,0.14,0.14,0.39,0.3582,1.0,44.0,45.0
912,2011-10-02,12,False,4,1,0.16,0.16,0.34,0.3881,4.0,65.0,69.0
913,2011-10-02,13,False,4,1,0.18,0.18,0.29,0.2985,3.0,59.0,62.0
914,2011-10-02,14,False,4,1,0.2,0.2,0.27,0.2836,6.0,42.0,48.0
915,2011-10-02,15,False,4,1,0.2,0.2,0.25,0.2537,0.0,50.0,50.0
916,2011-10-02,16,False,4,1,0.2,0.2,0.27,0.2985,4.0,76.0,80.0
917,2011-10-02,17,False,4,1,0.18,0.18,0.26,0.194,6.0,53.383,58.304
918,2011-10-02,18,False,4,1,0.16,0.16,0.28,0.1343,3.0,53.383,160.0
919,2011-10-02,19,False,4,1,0.14,0.14,0.28,0.1045,2.0,110.0,112.0
920,2011-10-02,20,False,4,1,0.14,0.14,0.31,0.0896,4.0,93.0,97.0
921,2011-10-02,21,False,4,1,0.14,0.14,0.39,0.0,2.0,70.0,72.0
922,2011-10-02,22,False,4,1,0.12,0.12,0.39,0.0,4.0,47.0,51.0
923,2011-10-02,23,False,4,1,0.12,0.12,0.42,0.1045,1.0,33.0,34.0
924,2011-11-02,0,False,5,1,0.1,0.1,0.49,0.1045,2.0,12.0,14.0
925,2011-11-02,1,False,5,1,0.1,0.1,0.54,0.0896,1.0,6.0,7.0
926,2011-11-02,2,False,5,1,0.1,0.1,0.54,0.0896,0.0,3.0,3.0
927,2011-11-02,5,False,5,1,0.08,0.08,0.63,0.0896,0.0,4.0,4.0
928,2011-11-02,6,False,5,1,0.1,0.1,0.68,0.0,1.0,23.0,24.0
929,2011-11-02,7,False,5,1,0.08,0.08,0.73,0.0,1.0,73.0,74.0
930,2011-11-02,8,False,5,1,0.1,0.1,0.74,0.1642,4.0,53.383,58.304
931,2011-11-02,9,False,5,1,0.12,0.12,0.74,0.2239,8.0,132.0,140.0
932,2011-11-02,10,False,5,1,0.14,0.14,0.69,0.194,5.0,39.0,44.0
933,2011-11-02,11,False,5,1,0.22,0.22,0.47,0.1343,12.0,52.0,64.0
934,2011-11-02,12,False,5,1,0.22,0.22,0.47,0.1343,7.0,64.0,71.0
935,2011-11-02,13,False,5,1,0.24,0.24,0.35,0.194,4.921,89.0,110.0
936,2011-11-02,14,False,5,1,0.3,0.3,0.26,0.2537,4.921,67.0,84.0
937,2011-11-02,15,False,5,1,0.32,0.32,0.21,0.1642,12.0,62.0,74.0
938,2011-11-02,16,False,5,1,0.3,0.3,0.28,0.194,4.921,111.0,125.0
939,2011-11-02,17,False,5,1,0.3,0.3,0.24,0.0,4.921,53.383,58.304
940,2011-11-02,18,False,5,1,0.28,0.28,0.28,0.0,9.0,53.383,58.304
941,2011-11-02,19,False,5,1,0.26,0.26,0.33,0.0,7.0,94.0,101.0
942,2011-11-02,20,False,5,1,0.22,0.22,0.55,0.1343,2.0,61.0,63.0
943,2011-11-02,21,False,5,1,0.2,0.2,0.59,0.1343,1.0,46.0,47.0
944,2011-11-02,22,False,5,1,0.2,0.2,0.64,0.0896,2.0,41.0,43.0
945,2011-11-02,23,False,5,1,0.18,0.18,0.69,0.0,5.0,48.0,53.0
946,2011-12-02,0,False,6,1,0.16,0.16,0.69,0.0896,3.0,27.0,30.0
947,2011-12-02,1,False,6,1,0.14,0.14,0.86,0.0,2.0,22.0,24.0
948,2011-12-02,2,False,6,1,0.14,0.14,0.8,0.0,2.0,13.0,15.0
949,2011-12-02,3,False,6,1,0.12,0.12,0.8,0.0,3.0,7.0,10.0
950,2011-12-02,4,False,6,1,0.12,0.12,0.74,0.0896,0.0,4.0,4.0
951,2011-12-02,5,False,6,1,0.12,0.12,0.74,0.0896,0.0,1.0,1.0
952,2011-12-02,6,False,6,1,0.12,0.12,0.93,0.194,1.0,1.0,2.0
953,2011-12-02,7,False,6,1,0.12,0.12,0.8,0.1045,2.0,9.0,11.0
954,2011-12-02,8,False,6,1,0.14,0.14,0.86,0.1343,2.0,28.0,30.0
955,2011-12-02,9,False,6,1,0.16,0.16,0.64,0.1343,5.0,38.0,43.0
956,2011-12-02,10,False,6,1,0.22,0.22,0.41,0.2537,4.921,71.0,84.0
957,2011-12-02,11,False,6,1,0.3,0.3,0.28,0.3284,4.921,84.0,114.0
958,2011-12-02,12,False,6,1,0.3,0.3,0.39,0.4627,4.921,93.0,120.0
959,2011-12-02,13,False,6,1,0.3,0.3,0.39,0.4179,4.921,103.0,135.0
960,2011-12-02,14,False,6,1,0.34,0.34,0.31,0.2836,4.921,90.0,120.0
961,2011-12-02,15,False,6,1,0.34,0.34,0.29,0.4179,4.921,127.0,58.304
962,2011-12-02,16,False,6,1,0.34,0.34,0.29,0.4179,4.921,103.0,145.0
963,2011-12-02,17,False,6,1,0.32,0.32,0.31,0.5224,4.921,113.0,137.0
964,2011-12-02,18,False,6,1,0.28,0.28,0.38,0.3284,4.0,60.0,64.0
965,2011-12-02,19,False,6,1,0.28,0.28,0.38,0.1642,2.0,39.0,41.0
966,2011-12-02,20,False,6,1,0.26,0.26,0.41,0.2239,1.0,39.0,40.0
967,2011-12-02,21,False,6,1,0.26,0.26,0.41,0.0,9.0,42.0,51.0
968,2011-12-02,22,False,6,1,0.24,0.24,0.44,0.0896,6.0,39.0,45.0
969,2011-12-02,23,False,6,1,0.22,0.22,0.51,0.1343,1.0,31.0,32.0
970,2011-02-13,0,False,0,1,0.2,0.2,0.64,0.1045,5.0,34.0,39.0
971,2011-02-13,1,False,0,1,0.2,0.2,0.59,0.0896,1.0,23.0,24.0
972,2011-02-13,2,False,0,2,0.2,0.2,0.75,0.0896,1.0,19.0,20.0
973,2011-02-13,3,False,0,2,0.2,0.2,0.69,0.1045,4.0,8.0,12.0
974,2011-02-13,4,False,0,2,0.2,0.2,0.69,0.1642,0.0,2.0,2.0
975,2011-02-13,6,False,0,2,0.2,0.2,0.69,0.1343,2.0,3.0,5.0
976,2011-02-13,7,False,0,2,0.22,0.22,0.55,0.0,0.0,3.0,3.0
977,2011-02-13,8,False,0,2,0.22,0.22,0.64,0.194,1.0,11.0,12.0
978,2011-02-13,9,False,0,2,0.24,0.24,0.6,0.2239,12.0,35.0,47.0
979,2011-02-13,10,False,0,1,0.3,0.3,0.45,0.3284,4.921,86.0,105.0
980,2011-02-13,11,False,0,1,0.32,0.32,0.39,0.4478,4.921,86.0,112.0
981,2011-02-13,12,False,0,1,0.36,0.36,0.32,0.4627,4.921,94.0,152.0
982,2011-02-13,13,False,0,1,0.20590000000000003,0.20590000000000003,0.29,0.3582,4.921,92.0,154.0
983,2011-02-13,14,False,0,2,0.20590000000000003,0.20590000000000003,0.3,0.4179,4.921,110.0,161.0
984,2011-02-13,15,False,0,2,0.20590000000000003,0.20590000000000003,0.3,0.2985,4.921,122.0,58.304
985,2011-02-13,16,False,0,2,0.20590000000000003,0.20590000000000003,0.28,0.3284,4.921,106.0,134.0
986,2011-02-13,17,False,0,1,0.20590000000000003,0.20590000000000003,0.28,0.3284,4.921,95.0,125.0
987,2011-02-13,18,False,0,1,0.20590000000000003,0.20590000000000003,0.32,0.2985,4.921,78.0,95.0
988,2011-02-13,19,False,0,1,0.20590000000000003,0.20590000000000003,0.35,0.2836,11.0,50.0,61.0
989,2011-02-13,20,False,0,1,0.20590000000000003,0.20590000000000003,0.35,0.3284,4.921,32.0,47.0
990,2011-02-13,21,False,0,1,0.20590000000000003,0.20590000000000003,0.35,0.3582,6.0,45.0,51.0
991,2011-02-13,22,False,0,1,0.20590000000000003,0.20590000000000003,0.35,0.2985,5.0,31.0,36.0
992,2011-02-13,23,False,0,1,0.20590000000000003,0.20590000000000003,0.35,0.3582,3.0,27.0,30.0
993,2011-02-14,0,False,1,1,0.20590000000000003,0.20590000000000003,0.37,0.3582,3.0,8.0,11.0
994,2011-02-14,1,False,1,1,0.20590000000000003,0.20590000000000003,0.37,0.3582,1.0,6.0,7.0
995,2011-02-14,2,False,1,1,0.36,0.36,0.4,0.2985,0.0,2.0,2.0
996,2011-02-14,3,False,1,1,0.34,0.34,0.46,0.2239,1.0,1.0,2.0
997,2011-02-14,4,False,1,1,0.32,0.32,0.53,0.2836,0.0,2.0,2.0
998,2011-02-14,5,False,1,1,0.32,0.32,0.53,0.2836,0.0,3.0,3.0
999,2011-02-14,6,False,1,1,0.34,0.34,0.46,0.2985,1.0,25.0,26.0
1000,2011-02-14,7,False,1,1,0.34,0.34,0.46,0.2985,2.0,96.0,98.0
611,2011-01-28,16,False,5,1,0.22,0.22,0.8,0.0,10.0,70.0,80.0
612,2011-01-28,17,False,5,1,0.24,0.24,0.75,0.1343,2.0,53.383,149.0
613,2011-01-28,18,False,5,1,0.24,0.24,0.75,0.194,2.0,107.0,109.0
614,2011-01-28,19,False,5,2,0.24,0.24,0.75,0.1343,5.0,84.0,89.0
615,2011-01-28,20,False,5,2,0.24,0.24,0.7,0.194,1.0,61.0,62.0
616,2011-01-28,21,False,5,2,0.22,0.22,0.75,0.1343,1.0,57.0,58.0
617,2011-01-28,22,False,5,1,0.24,0.24,0.65,0.3582,0.0,26.0,26.0
618,2011-01-28,23,False,5,1,0.24,0.24,0.6,0.2239,1.0,22.0,23.0
619,2011-01-29,0,False,6,1,0.22,0.22,0.64,0.3582,2.0,26.0,28.0
